,VehId,subtrajetoria,pares,grid_origem,grid_final,turno,Quantidade de Rotas Contadas,Quantidade de Rotas Contadas - Turno
865,340,340_subtraj_1,21628_41347,21628,41347,Evening,2,2
866,340,340_subtraj_103,30095_21628,30095,21628,Early morning,3,2
867,340,340_subtraj_104,20542_28925,20542,28925,Morning,3,1
868,340,340_subtraj_107,21628_39323,21628,39323,Afternoon,24,5
869,340,340_subtraj_108,39320_21628,39320,21628,Evening,3,1
870,340,340_subtraj_109,21628_43787,21628,43787,Early morning,3,1
871,340,340_subtraj_110,21628_29701,21628,29701,Evening,2,1
872,340,340_subtraj_111,21628_30886,21628,30886,Morning,5,2
873,340,340_subtraj_113,20542_26204,20542,26204,Afternoon,5,2
874,340,340_subtraj_114,21628_39323,21628,39323,Morning,24,1
875,340,340_subtraj_115,21628_39323,21628,39323,Evening,24,10
876,340,340_subtraj_116,20542_26204,20542,26204,Morning,5,1
877,340,340_subtraj_117,29701_21628,29701,21628,Morning,17,9
878,340,340_subtraj_12,21628_41349,21628,41349,Early morning,5,2
879,340,340_subtraj_120,21628_42973,21628,42973,Early morning,3,1
880,340,340_subtraj_123,21628_39323,21628,39323,Evening,24,10
881,340,340_subtraj_124,21627_39323,21627,39323,Early morning,5,1
882,340,340_subtraj_127,21628_39323,21628,39323,Early morning,24,8
883,340,340_subtraj_128,39320_21628,39320,21628,Morning,3,1
884,340,340_subtraj_129,21628_42567,21628,42567,Evening,2,1
885,340,340_subtraj_131,21628_30886,21628,30886,Afternoon,5,2
886,340,340_subtraj_140,21628_29306,21628,29306,Evening,7,2
887,340,340_subtraj_144,21628_29306,21628,29306,Afternoon,7,1
888,340,340_subtraj_146,41753_21628,41753,21628,Early morning,2,1
889,340,340_subtraj_147,21628_39323,21628,39323,Afternoon,24,5
890,340,340_subtraj_150,21628_39323,21628,39323,Early morning,24,8
891,340,340_subtraj_154,39319_30490,39319,30490,Afternoon,3,1
892,340,340_subtraj_155,29701_21628,29701,21628,Evening,17,5
893,340,340_subtraj_156,21628_39323,21628,39323,Early morning,24,8
894,340,340_subtraj_157,37701_21628,37701,21628,Morning,2,1
895,340,340_subtraj_16,21628_39323,21628,39323,Early morning,24,8
896,340,340_subtraj_161,43357_21628,43357,21628,Early morning,2,1
897,340,340_subtraj_163,21628_39319,21628,39319,Evening,4,1
898,340,340_subtraj_164,39319_22001,39319,22001,Early morning,2,1
899,340,340_subtraj_168,31284_21628,31284,21628,Morning,4,2
900,340,340_subtraj_170,21628_39323,21628,39323,Afternoon,24,5
901,340,340_subtraj_171,21628_29700,21628,29700,Evening,2,1
902,340,340_subtraj_172,21628_48662,21628,48662,Early morning,2,1
903,340,340_subtraj_174,21628_29306,21628,29306,Morning,7,3
904,340,340_subtraj_177,39320_21628,39320,21628,Early morning,3,1
905,340,340_subtraj_178,21628_30490,21628,30490,Evening,3,2
906,340,340_subtraj_179,31284_39319,31284,39319,Evening,2,1
907,340,340_subtraj_180,21628_30490,21628,30490,Afternoon,3,1
908,340,340_subtraj_182,37298_22001,37298,22001,Evening,2,2
909,340,340_subtraj_185,39319_21628,39319,21628,Morning,4,1
910,340,340_subtraj_19,21627_39323,21627,39323,Afternoon,5,2
911,340,340_subtraj_195,21627_30490,21627,30490,Early morning,2,1
912,340,340_subtraj_197,43357_21628,43357,21628,Afternoon,2,1
913,340,340_subtraj_20,29701_21628,29701,21628,Morning,17,9
914,340,340_subtraj_200,21628_42973,21628,42973,Afternoon,3,2
915,340,340_subtraj_201,38105_21628,38105,21628,Evening,5,2
916,340,340_subtraj_203,21628_38915,21628,38915,Afternoon,3,1
917,340,340_subtraj_204,37298_21628,37298,21628,Evening,2,1
918,340,340_subtraj_207,21628_29306,21628,29306,Early morning,7,1
919,340,340_subtraj_209,29701_21628,29701,21628,Morning,17,9
920,340,340_subtraj_21,21628_39323,21628,39323,Evening,24,10
921,340,340_subtraj_210,21627_39323,21627,39323,Afternoon,5,2
922,340,340_subtraj_211,38105_21628,38105,21628,Evening,5,2
923,340,340_subtraj_212,21628_41349,21628,41349,Evening,5,1
924,340,340_subtraj_214,61891_22001,61891,22001,Afternoon,2,1
925,340,340_subtraj_215,21628_39323,21628,39323,Evening,24,10
926,340,340_subtraj_217,21627_30490,21627,30490,Evening,2,1
927,340,340_subtraj_22,21628_29700,21628,29700,Afternoon,2,1
928,340,340_subtraj_220,29701_22001,29701,22001,Morning,2,2
929,340,340_subtraj_221,21628_48662,21628,48662,Afternoon,2,1
930,340,340_subtraj_222,21628_39323,21628,39323,Evening,24,10
931,340,340_subtraj_227,21628_41349,21628,41349,Afternoon,5,2
932,340,340_subtraj_229,31284_21628,31284,21628,Evening,4,1
933,340,340_subtraj_23,37298_22001,37298,22001,Evening,2,2
934,340,340_subtraj_230,21628_39319,21628,39319,Early morning,4,2
935,340,340_subtraj_231,37298_21628,37298,21628,Afternoon,2,1
936,340,340_subtraj_233,20542_26204,20542,26204,Afternoon,5,2
937,340,340_subtraj_238,21628_39323,21628,39323,Afternoon,24,5
938,340,340_subtraj_239,27349_21628,27349,21628,Early morning,2,1
939,340,340_subtraj_240,61891_22001,61891,22001,Morning,2,1
940,340,340_subtraj_241,21628_39319,21628,39319,Afternoon,4,1
941,340,340_subtraj_242,29701_21628,29701,21628,Evening,17,5
942,340,340_subtraj_249,29701_21628,29701,21628,Early morning,17,3
943,340,340_subtraj_250,21628_39323,21628,39323,Evening,24,10
944,340,340_subtraj_251,29701_21628,29701,21628,Morning,17,9
945,340,340_subtraj_252,21628_43787,21628,43787,Evening,3,1
946,340,340_subtraj_253,39319_30490,39319,30490,Early morning,3,1
947,340,340_subtraj_254,30095_21628,30095,21628,Early morning,3,2
948,340,340_subtraj_256,21628_39319,21628,39319,Early morning,4,2
949,340,340_subtraj_257,21628_38915,21628,38915,Morning,3,1
950,340,340_subtraj_258,20542_56545,20542,56545,Morning,2,1
951,340,340_subtraj_259,21628_41755,21628,41755,Afternoon,2,1
952,340,340_subtraj_26,29701_22001,29701,22001,Morning,2,2
953,340,340_subtraj_264,29700_21628,29700,21628,Morning,4,2
954,340,340_subtraj_265,38105_21628,38105,21628,Afternoon,5,1
955,340,340_subtraj_268,29701_21628,29701,21628,Evening,17,5
956,340,340_subtraj_27,26204_20542,26204,20542,Morning,4,2
957,340,340_subtraj_270,38105_21628,38105,21628,Early morning,5,2
958,340,340_subtraj_271,29701_21628,29701,21628,Morning,17,9
959,340,340_subtraj_273,52359_21628,52359,21628,Early morning,2,1
960,340,340_subtraj_275,29701_21628,29701,21628,Evening,17,5
961,340,340_subtraj_28,20542_56545,20542,56545,Afternoon,2,1
962,340,340_subtraj_283,29700_21628,29700,21628,Evening,4,1
963,340,340_subtraj_284,21628_29701,21628,29701,Early morning,2,1
964,340,340_subtraj_286,20542_26204,20542,26204,Evening,5,1
965,340,340_subtraj_289,21628_41755,21628,41755,Evening,2,1
966,340,340_subtraj_292,39319_21628,39319,21628,Afternoon,4,2
967,340,340_subtraj_293,41753_21628,41753,21628,Afternoon,2,1
968,340,340_subtraj_296,29701_21628,29701,21628,Early morning,17,3
969,340,340_subtraj_297,21628_43787,21628,43787,Afternoon,3,1
970,340,340_subtraj_300,21628_39323,21628,39323,Early morning,24,8
971,340,340_subtraj_301,21628_30886,21628,30886,Morning,5,2
972,340,340_subtraj_302,31284_39323,31284,39323,Morning,2,1
973,340,340_subtraj_305,27349_21628,27349,21628,Morning,2,1
974,340,340_subtraj_306,26204_20542,26204,20542,Morning,4,2
975,340,340_subtraj_307,21628_39323,21628,39323,Evening,24,10
976,340,340_subtraj_311,21627_39323,21627,39323,Morning,5,1
977,340,340_subtraj_312,39319_30490,39319,30490,Morning,3,1
978,340,340_subtraj_313,29701_21628,29701,21628,Morning,17,9
979,340,340_subtraj_314,21628_30490,21628,30490,Evening,3,2
980,340,340_subtraj_315,31284_39323,31284,39323,Evening,2,1
981,340,340_subtraj_316,21628_41349,21628,41349,Afternoon,5,2
982,340,340_subtraj_317,31284_22001,31284,22001,Evening,2,1
983,340,340_subtraj_318,21628_39323,21628,39323,Evening,24,10
984,340,340_subtraj_319,39319_21628,39319,21628,Early morning,4,1
985,340,340_subtraj_32,52359_21628,52359,21628,Evening,2,1
